'itemId'£'name'£'category'£'spicy'£'description'£'price'
'1'£'Roast Pork Egg Roll'£'Appetizers'£FALSE££1.40
'2'£'Pizza Roll'£'Appetizers'£FALSE££1.55
'3'£'Crispy Vegetable Roll'£'Appetizers'£FALSE££1.55
'4'£'Shrimp Roll'£'Appetizers'£FALSE££1.55
'5'£'Cheese Steak Roll'£'Appetizers'£FALSE££1.60
'6'£'Crab Rangoon (10)'£'Appetizers'£FALSE££4.75
'7'£'Scallion Pancake'£'Appetizers'£FALSE££3.60
'8'£'China Donut (10)'£'Appetizers'£FALSE££3.20
'10'£'Fried Wonton with Sauce (10)'£'Appetizers'£FALSE££3.50
'11'£'Fantail Shrimp (2)'£'Appetizers'£FALSE££2.50
'12'£'Steamed Shrimp'£'Appetizers'£FALSE££4.20
'13'£'Crab Stick (4)'£'Appetizers'£FALSE££3.00
'14'£'Shrimp Toast (4)'£'Appetizers'£FALSE££3.50
'15'£'Mozzerella Stick'£'Appetizers'£FALSE££3.20
'16'£'Chicken Stick (2)'£'Appetizers'£FALSE££2.75
'17'£'Teriyaki Stick (2)'£'Appetizers'£FALSE££2.90
'18c'£'Cold Noodles with Sesame Sauce'£'Appetizers'£TRUE££3.50
'18h'£'Hot Noodles with Sesame Sauce'£'Appetizers'£TRUE££3.50
'19'£'Boneless Spare Ribs'£'Appetizers'£FALSE££10.50
'20SM'£'Bar-B-Q Spare Ribs (5)'£'Appetizers'£FALSE££7.20
'20LG'£'Bar-B-Q Spare Ribs (10)'£'Appetizers'£FALSE££11.75
'21SM'£'French Fries (Small)'£'Appetizers'£FALSE££1.75
'21LG'£'French Fries (Large)'£'Appetizers'£FALSE££2.75
'22SM'£'Cheese Fries (Small)'£'Appetizers'£FALSE££2.20
'22LG'£'Cheese Fries (Large)'£'Appetizers'£FALSE££3.75
'23SM'£'Fried Banana (Small)'£'Appetizers'£FALSE££2.25
'23LG'£'Fried Banana (Large)'£'Appetizers'£FALSE££3.75
'24s'£'Steamed Dumplings (8)'£'Appetizers'£FALSE££4.90
'24f'£'Fried Dumplings (8)'£'Appetizers'£FALSE££4.90
'25s'£'Steamed Veggie Dumplings (8)'£'Appetizers'£FALSE££4.90
'25f'£'Fried Veggie Dumplings (8)'£'Appetizers'£FALSE££4.90
'26'£'Pu Pu Platter (for 2)'£'Appetizers'£FALSE£'2 Wings, 2 spring roll, 2 fantail shrimp, 2 chicken stick, 2 ribs, 2 shrimp toast, and 2 crab rangoons'£11.20
'27SM'£'Wonton Soup (Small)'£'Soup'£FALSE£'With Fried Noodles'£2.00
'27LG'£'Wonton Soup (Large)'£'Soup'£FALSE£'With Fried Noodles'£3.50
'28SM'£'Egg Drop Soup (Small)'£'Soup'£FALSE£'With Fried Noodles'£2.00
'28LG'£'Egg Drop Soup (Large)'£'Soup'£FALSE£'With Fried Noodles'£3.25
'29SM'£'Wonton Egg Drop Mixed Soup (Small)'£'Soup'£FALSE£'With Fried Noodles'£2.10
'29LG'£'Wonton Egg Drop Mixed Soup (Large)'£'Soup'£FALSE£'With Fried Noodles'£3.50
'30SM'£'Hot & Sour Soup (Small)'£'Soup'£TRUE£'With Fried Noodles'£2.50
'30LG'£'Hot & Sour Soup (Large)'£'Soup'£TRUE£'With Fried Noodles'£3.75
'31rSM'£'Chicken Rice Soup (Small)'£'Soup'£FALSE£'With Fried Noodles'£2.00
'31rLG'£'Chicken Rice Soup (Large)'£'Soup'£FALSE£'With Fried Noodles'£3.25
'31nSM'£'Chicken Noodle Soup (Small)'£'Soup'£FALSE£'With Fried Noodles'£2.00
'31nLG'£'Chicken Rice Soup (Large)'£'Soup'£FALSE£'With Fried Noodles'£3.25
'32SM'£'Fresh Vegetable Soup (Small)'£'Soup'£FALSE£'With Fried Noodles'£2.00
'32LG'£'Fresh Vegetable Soup (Large)'£'Soup'£FALSE£'With Fried Noodles'£3.25
'33SM'£'Shrimp Soup with Vegetable (Small)'£'Soup'£FALSE£'With Fried Noodles'£3.20
'33SLG'£'Shrimp Soup with Vegetable (Large)'£'Soup'£FALSE£'With Fried Noodles'£4.75
'34'£'Bean Curd Vegetable Soup (Large)'£'Soup'£FALSE£'With Fried Noodles'£3.50
'35'£'House Special Soup'£'Soup'£FALSE£'With Fried Noodles'£4.75
'36'£'Seafood Soup'£'Soup'£FALSE£'With Fried Noodles'£7.20
'37SM'£'Plain Fried Rice (Small)'£'Fried Rice'£FALSE££3.50
'37LG'£'Plain Fried Rice (Large)'£'Fried Rice'£FALSE££5.20
'38SM'£'Fresh Vegetable Fried Rice (Small)'£'Fried Rice'£FALSE££3.80
'38LG'£'Fresh Vegetable Fried Rice (Large)'£'Fried Rice'£FALSE££6.00
'39rSM'£'Roast Pork Fried Rice (Small)'£'Fried Rice'£FALSE££4.00
'39rLG'£'Roast Pork Fried Rice (Large)'£'Fried Rice'£FALSE££6.50
'39cSM'£'Chicken Fried Rice (Small)'£'Fried Rice'£FALSE££4.00
'39cLG'£'Chicken Fried Rice (Large)'£'Fried Rice'£FALSE££6.50
'40SM'£'Beef Fried Rice (Small)'£'Fried Rice'£FALSE££4.50
